사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-08,2호선,55,신답,1,0,919,129,"1,656",521,"5,194",858,"8,069","1,532","3,432","1,069","1,792",918,"1,686",947,"1,626","1,182","1,504","1,255","1,394","1,359","1,343","1,937","1,366","2,541","1,751","3,372","1,925","8,052",961,"6,108",589,"2,692",435,"2,753",399,"2,110",134,"1,683",2,23,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,2호선,56,신설동,31,0,"1,035",446,"1,210","1,701","2,725","4,534","4,789","11,439","3,539","6,838","3,293","5,030","4,264","4,845","4,745","4,802","5,385","4,833","5,612","4,732","5,990","4,530","6,330","3,775","8,785","4,301","9,404","4,577","4,068","3,202","2,344","2,229","2,013","1,813","1,461","1,561",424,"1,145",0,368,0,1,0,0,0,0,2020-09-03 12:26:43
2020-08,2호선,57,도림천,12,0,300,278,914,729,"2,600","3,085","2,566","5,175","1,579","1,975","1,716","1,296","1,439","1,196","2,339","1,917","1,612",909,"1,635","1,558","1,853","1,228","2,306","1,506","2,681","1,769","3,291","2,401","1,745","2,087",703,"1,333",690,"1,037",296,978,144,646,3,64,2,2,0,0,0,0,2020-09-03 12:26:43
2020-08,2호선,58,양천구청,19,1,"4,157",874,"9,684","1,639","26,175","4,327","23,063","7,894","13,092","4,402","8,521","4,117","7,458","4,073","8,066","5,114","7,490","5,954","6,111","6,407","6,037","7,798","6,587","9,037","7,072","13,745","8,201","24,690","3,465","21,043","2,319","12,254","2,209","9,704","1,991","9,284",618,"6,640",4,702,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,2호선,59,신정네거리,72,4,"7,028","1,369","12,472","5,606","38,242","4,430","34,743","10,700","18,993","7,341","12,386","6,312","10,989","7,148","11,902","8,231","10,638","8,812","9,546","9,395","9,346","11,785","11,425","14,193","11,884","21,525","10,523","37,559","6,485","29,535","4,709","16,288","3,563","14,103","3,000","12,483","1,106","7,982",8,713,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,2호선,60,용두(동대문구청),17,0,948,189,"1,433",799,"4,307","2,212","6,473","5,664","3,369","2,977","2,729","2,593","2,970","2,646","3,230","2,544","3,124","2,977","3,141","3,153","3,395","3,566","3,567","3,341","4,009","3,693","5,155","6,288","2,345","4,833","1,436","2,670","1,186","2,272",787,"1,738",230,"1,325",0,30,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,61,지축,3,0,"1,049",243,"4,721","1,906","13,359","2,182","12,496","2,411","6,112","1,602","4,030","1,570","3,825","2,059","3,481","2,436","3,238","2,466","3,018","2,641","3,309","3,161","3,702","4,251","4,024","5,499","3,049","12,012","1,514","9,569","1,108","6,260",787,"4,812",550,"4,858",163,"2,609",0,2,1,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,62,구파발,98,0,"8,508","1,302","25,714","7,819","70,906","19,353","67,758","23,416","34,827","21,478","23,074","20,801","21,953","18,942","23,938","21,147","22,168","22,697","22,287","21,432","24,470","21,937","26,505","25,446","29,748","33,475","27,965","58,612","16,998","51,713","13,344","28,680","12,662","24,948","10,471","19,356","2,172","18,539",10,"1,683",0,9,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,63,연신내,261,13,"23,211","1,682","44,470","10,622","116,251","17,930","134,395","29,573","75,091","30,583","49,935","29,877","45,896","30,997","48,749","32,953","46,758","36,018","42,897","39,395","42,263","46,736","44,853","55,195","45,961","70,968","43,513","117,122","32,033","108,926","25,176","59,164","22,791","55,267","19,691","47,375","6,782","33,481",3,"1,597",0,2,0,1,0,0,2020-09-03 12:26:43
2020-08,3호선,64,불광,31,0,"8,112",808,"16,295","5,200","42,555","9,072","50,297","28,329","28,577","26,438","19,580","20,162","18,927","18,937","19,953","20,523","20,486","20,677","19,832","21,418","20,062","23,823","21,540","26,624","24,347","32,705","28,057","49,160","16,081","41,062","12,011","24,388","10,384","19,426","7,332","17,375","2,300","11,741",1,389,0,0,1,0,0,0,2020-09-03 12:26:43
2020-08,3호선,65,녹번,17,1,"7,955",926,"20,377","6,033","53,213","6,809","60,916","15,307","33,388","7,803","19,629","7,373","16,556","7,900","16,594","9,154","15,003","10,090","13,815","11,238","12,815","13,448","14,175","17,739","15,383","24,977","16,257","47,241","8,204","41,948","5,772","24,001","4,861","20,756","3,605","18,022","1,092","11,381",0,80,0,0,1,1,0,0,2020-09-03 12:26:43
2020-08,3호선,66,홍제,55,1,"7,967","1,309","18,876","8,234","50,634","9,811","58,502","20,875","35,146","14,652","24,676","13,233","22,579","13,631","22,819","15,207","21,175","16,002","19,401","17,621","19,527","21,623","21,299","25,026","23,490","31,125","22,503","52,008","12,889","44,358","9,827","25,277","7,664","22,221","5,252","18,588","1,775","12,536",1,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,67,무악재,15,0,"1,696",279,"4,249","1,830","12,250","2,552","13,796","4,772","8,311","2,572","5,468","2,730","4,856","2,824","4,548","3,004","4,374","3,432","3,897","3,735","3,702","4,360","4,116","5,625","5,035","7,100","5,584","12,779","2,590","10,853","1,898","6,780","1,512","5,618","1,140","5,153",474,"3,627",0,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,68,독립문,89,2,"4,886",594,"5,120","4,719","13,427","10,407","16,040","17,603","11,541","10,835","9,624","8,477","9,584","7,591","10,775","7,629","10,096","8,886","9,708","8,155","10,719","8,607","11,547","9,634","11,905","11,677","13,855","15,042","6,681","12,391","4,433","7,269","3,418","6,516","2,516","6,124",679,"3,516",1,"3,594",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,69,경복궁(정부서울청사),62,0,"2,276","1,187","5,009","11,054","11,266","33,555","15,828","87,113","14,999","40,444","11,566","22,366","13,513","22,683","14,684","23,298","18,221","24,153","22,124","20,937","27,000","18,246","32,770","18,089","48,409","19,984","79,183","23,774","33,205","16,333","23,462","9,163","22,665","7,956","16,452","7,008","4,951","4,554",5,244,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,70,안국,9,0,"1,688","1,410","2,741","16,083","4,895","75,763","6,957","83,582","6,455","44,549","7,734","26,989","10,640","25,845","15,657","23,655","16,198","24,683","20,428","22,920","24,557","19,570","31,798","17,103","78,493","16,618","88,116","16,224","35,358","8,961","26,591","4,977","23,764","3,620","14,058","3,210","3,613","2,315",1,36,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,71,종로3가,9,1,612,699,"1,170","4,600","1,610","12,150","2,098","38,033","2,845","39,028","4,585","25,532","6,915","19,144","8,241","18,872","9,177","17,434","11,282","16,999","14,004","15,196","16,547","12,838","24,698","12,251","44,359","12,211","26,965","7,080","12,795","3,331","13,331","2,519","9,892","1,910","3,529","1,557",11,163,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,72,을지로3가,6,1,519,824,834,"7,285","1,516","28,835","2,307","63,964","3,125","29,079","4,055","13,659","5,925","11,003","6,936","10,275","8,431","10,892","10,366","9,509","11,594","9,484","14,926","8,804","30,991","9,905","56,247","11,404","23,647","6,656","14,315","3,079","13,225","2,007","10,687","1,305","4,236","1,038",3,127,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,73,충무로,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,2,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,74,동대입구,13,1,"1,335","1,210","2,105","7,848","4,451","13,343","6,143","40,834","5,182","19,319","4,284","11,317","5,304","9,809","5,951","8,940","6,653","8,596","8,859","8,166","9,473","6,718","13,386","6,801","29,132","7,888","26,814","8,618","13,236","6,527","8,883","3,547","8,898","3,857","8,301","3,023","2,116","2,094",2,339,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,75,약수,101,8,"5,357","1,084","9,042","5,527","21,406","11,544","32,630","29,935","22,609","18,092","15,220","12,405","14,625","12,298","16,257","12,986","16,171","13,175","15,377","14,195","16,441","14,887","17,691","17,234","21,319","22,782","28,759","34,674","15,908","24,577","12,187","15,786","11,035","14,131","8,573","12,142","3,348","7,702",5,"2,016",1,1,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,76,금호,62,19,"4,246",507,"8,706","2,597","22,192","4,184","30,382","7,717","19,149","5,884","11,941","5,773","10,526","6,006","10,303","6,904","9,956","7,685","8,789","8,530","8,822","10,056","9,199","12,559","9,877","16,932","10,173","25,941","6,823","19,748","5,482","13,342","4,233","10,781","3,155","9,547","1,236","5,487",1,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,77,옥수,241,18,"2,829","1,106","7,798","4,011","19,662","6,785","25,868","13,458","16,901","9,698","11,751","7,255","10,798","7,751","11,323","9,230","12,113","10,386","11,106","10,112","11,095","12,117","12,665","13,828","14,638","19,848","15,479","29,727","9,816","22,167","7,598","14,516","6,535","12,288","4,920","11,676","1,899","6,003",78,700,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,78,압구정,44,0,"2,751","1,909","7,091","19,890","13,292","41,140","19,965","126,266","15,740","137,429","18,345","62,692","24,487","48,423","28,693","40,657","31,761","45,343","37,433","41,595","45,378","36,219","54,122","34,620","73,634","41,244","120,069","48,170","88,197","28,673","67,693","14,047","47,665","10,288","34,308","8,422","8,741","4,348",10,"1,404",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,79,신사,62,3,"3,567","1,252","5,909","17,227","9,590","38,083","15,675","98,186","12,461","118,822","14,110","56,812","18,930","39,404","22,431","40,242","25,479","43,879","31,716","41,257","38,775","38,517","47,208","37,644","70,598","43,251","115,653","57,886","83,142","33,835","53,303","15,511","56,878","11,278","48,723","7,912","15,340","5,622",4,341,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,80,잠원,4,0,"1,440",628,"5,101","4,625","11,804","7,382","16,147","9,390","10,674","6,869","6,842","4,396","6,750","4,519","7,663","5,862","7,812","6,240","6,512","5,712","7,026","6,206","8,037","7,207","9,616","9,232","9,656","14,949","5,957","11,029","3,984","6,723","3,761","6,079","2,912","6,381",705,"3,775",4,19,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,81,고속터미널,78,1,"4,548","2,836","5,874","26,925","21,438","42,863","34,197","67,318","36,431","84,925","36,164","73,859","46,646","76,642","56,777","75,782","64,640","76,032","68,335","75,829","78,276","78,750","87,953","75,824","106,931","80,802","115,555","93,121","94,941","61,568","105,488","35,307","66,951","25,791","46,304","17,678","13,357","10,612",4,339,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,82,교대(법원.검찰청),13,0,"1,014",583,"2,734","6,073","6,567","17,215","9,320","41,719","7,939","30,558","8,527","13,779","10,974","9,216","12,380","9,060","14,349","9,372","16,427","8,336","18,812","8,107","21,314","8,059","34,826","9,895","58,651","13,265","24,648","7,678","17,794","3,938","19,668","2,857","18,822","2,781","4,974","2,019",2,43,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,83,남부터미널(예술의전당),55,0,"2,503","1,142","7,289","22,181","22,132","52,628","33,075","134,412","26,719","71,791","25,620","40,774","28,985","32,478","30,696","33,943","34,001","36,720","34,499","37,647","38,559","36,403","44,870","37,649","77,163","39,891","121,566","48,633","58,716","32,436","38,554","19,696","34,882","14,658","24,612","11,262","6,946","7,483",7,124,0,0,3,2,0,0,2020-09-03 12:26:43
2020-08,3호선,84,양재(서초구청),87,0,"4,993","2,287","12,607","34,001","28,088","90,209","37,057","208,001","26,100","104,057","22,966","45,043","25,349","36,660","29,850","32,575","32,429","37,790","35,073","33,261","41,246","32,367","50,919","33,989","97,541","43,979","175,491","59,706","81,188","41,559","50,869","25,677","46,396","21,133","32,583","17,104","8,061","10,546",9,"1,083",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,85,매봉,4,1,"1,378",627,"5,113","8,690","12,227","19,281","14,601","61,326","10,472","30,472","8,636","11,455","8,602","9,743","9,068","9,337","10,178","9,636","11,514","8,660","13,098","8,577","15,487","9,334","27,665","12,543","56,754","17,211","21,099","12,237","12,723","7,102","13,601","6,214","8,800","5,431","2,247","3,293",3,397,0,1,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,86,도곡,11,0,894,351,"3,116","3,661","7,027","10,930","8,815","17,300","5,814","14,011","4,228","6,441","4,515","5,050","5,118","5,457","5,866","5,524","5,690","4,672","6,874","4,552","8,586","4,953","13,005","6,225","15,764","8,499","8,160","7,129","5,000","3,959","4,727","3,513","3,575","3,330",900,"2,009",6,"1,443",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,87,대치,14,2,"2,253",718,"9,629","7,130","19,977","14,725","19,028","23,062","11,653","17,196","9,038","11,370","9,134","10,322","11,927","13,868","13,210","16,680","12,097","13,578","14,391","13,630","15,062","15,139","22,502","20,881","25,029","23,999","15,505","19,068","11,625","9,958","12,105","9,048","25,698","8,598","2,718","5,137",0,43,0,0,0,1,0,0,2020-09-03 12:26:43
2020-08,3호선,88,학여울,2,0,342,234,"1,303","1,712","3,074","2,853","3,453","6,037","2,200","3,488","1,780","2,145","1,858","1,797","1,952","2,174","2,103","2,058","2,082","2,037","2,741","2,032","2,967","2,024","4,126","2,549","5,374","3,624","2,484","2,920","1,494","1,726","1,389","1,314","1,099","1,531",200,909,0,6,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,89,대청,46,3,"3,320","1,063","9,062","6,440","21,746","10,283","25,452","20,129","14,271","10,910","10,185","6,919","10,473","6,798","11,070","8,024","10,828","8,049","10,622","8,175","11,845","9,498","13,992","10,634","18,779","14,512","21,383","22,113","10,147","18,549","6,336","11,962","5,211","10,247","3,822","11,235","1,141","6,098",0,103,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,90,일원,11,2,"1,874","1,382","6,872","7,429","17,531","23,390","17,460","20,133","12,316","14,795","11,676","12,837","12,730","9,456","13,156","11,138","11,393","12,040","12,490","10,209","14,730","9,131","17,373","8,109","26,346","10,642","13,599","16,201","7,805","13,561","5,046","8,413","3,474","7,414","2,945","8,079",779,"3,726",0,85,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,91,수서,223,10,"4,034","1,719","10,758","12,585","28,079","25,692","35,212","44,322","22,859","26,581","21,480","17,270","18,190","14,504","21,890","18,889","21,357","17,549","17,309","18,050","23,637","20,162","26,924","22,667","32,185","27,712","43,468","40,664","20,701","31,343","19,284","20,561","12,953","15,446","11,709","15,291","3,766","7,155",3,665,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,92,가락시장,4,0,"2,243",613,"6,146","4,884","16,914","9,181","18,622","25,936","12,689","13,435","10,858","9,227","11,037","9,315","11,043","9,470","11,215","9,921","10,783","9,827","11,677","11,318","12,920","12,008","16,012","14,287","25,648","20,208","11,094","15,411","7,716","9,609","7,253","7,909","5,360","7,248","1,505","4,043",2,"1,105",0,1,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,93,경찰병원,7,0,"2,368",124,"5,946","2,922","18,222","7,809","21,313","26,326","13,193","12,266","9,588","7,697","7,912","6,094","8,565","7,467","8,806","7,838","8,257","7,445","8,357","7,173","8,274","7,850","12,999","11,005","18,872","17,874","6,290","14,860","4,796","9,640","4,934","6,932","3,002","6,449",692,"3,766",1,850,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,3호선,94,오금,11,1,"2,920",6,"6,448","1,838","21,178","4,633","24,814","12,076","12,563","5,060","7,250","4,024","6,260","3,779","7,108","4,246","6,364","4,991","5,388","4,910","5,658","6,126","6,258","7,041","8,302","10,221","10,878","17,473","4,360","12,730","3,233","9,722","2,809","7,375","2,059","7,931",448,"4,226",0,"1,309",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,100,수유(강북구청),100,5,"18,624","2,926","39,665","10,771","94,736","17,878","110,321","47,464","66,891","33,552","44,578","25,639","39,971","27,065","41,515","30,274","40,910","33,198","39,032","36,722","38,965","41,637","40,051","50,563","45,436","64,292","52,958","104,539","32,713","96,487","24,886","59,265","22,475","51,046","18,730","44,268","8,339","29,916",1,253,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,101,미아(서울사이버대학),38,3,"9,730","1,498","17,828","4,640","41,704","10,378","47,496","25,868","28,882","15,352","20,078","12,651","18,357","12,499","19,187","13,352","18,209","14,848","18,117","15,523","17,571","19,493","17,992","21,180","19,690","26,947","23,208","40,941","14,482","37,184","10,002","21,374","7,661","19,126","5,882","16,576","2,165","11,071",1,13,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,102,미아사거리,20,1,"12,750","2,098","32,625","7,490","81,052","14,289","89,436","28,087","52,284","30,159","34,645","24,211","32,272","25,200","33,065","26,803","33,795","28,862","32,074","31,044","33,302","38,147","34,756","42,411","35,950","53,850","38,314","89,958","29,032","76,356","28,524","43,351","16,725","36,907","12,984","30,992","5,784","18,732",1,14,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,103,길음,15,1,"8,138","1,646","24,819","7,969","67,179","10,349","73,025","21,239","38,619","17,924","25,082","13,183","21,444","14,704","22,675","16,024","22,203","17,757","19,677","18,100","20,092","21,256","22,209","25,778","25,035","36,728","23,882","62,990","15,357","53,801","11,972","30,859","8,663","27,314","8,110","25,137","2,727","15,378",1,12,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,104,성신여대입구(돈암),29,3,"4,599","1,375","14,744","5,830","37,875","11,963","47,085","26,919","29,721","23,193","20,796","17,698","20,853","17,845","24,060","21,003","24,336","23,416","24,027","23,817","25,330","25,173","28,135","28,280","31,380","36,781","37,713","55,691","25,090","44,941","21,769","27,955","22,653","22,837","20,320","21,150","7,605","13,999",1,6,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,105,한성대입구(삼선교),79,11,"6,297",933,"10,579","5,033","25,346","12,366","31,787","22,859","21,346","19,166","15,357","12,703","15,171","11,968","17,114","13,247","17,730","13,714","15,730","14,024","16,455","15,097","20,231","17,155","22,138","22,998","25,694","32,741","13,592","26,147","10,574","16,199","9,588","14,275","8,069","13,738","3,048","9,011",3,"5,260",0,2,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,106,혜화,38,1,"2,915","2,350","6,711","17,964","14,936","40,037","17,836","99,589","20,207","65,736","24,955","44,761","27,368","38,404","28,775","47,399","30,293","62,226","37,393","54,673","47,743","41,812","59,387","41,294","78,854","47,382","98,428","55,492","53,753","42,706","48,196","16,515","60,846","14,480","58,795","12,682","18,147","8,212",5,947,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,107,동대문,199,17,"4,956","2,338","2,664","11,228","4,262","30,999","6,001","64,413","9,123","55,129","13,732","44,457","19,254","39,545","24,440","30,590","26,701","30,922","33,131","29,976","38,816","25,554","47,707","19,141","68,541","13,875","59,199","9,946","26,377","11,769","16,486","7,943","18,552","4,576","9,365","3,472","4,115","4,625",1,104,1,1,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,108,동대문역사문화공원(DDP),177,0,"5,918","1,349","3,778","10,473","5,333","23,451","6,328","60,212","6,282","31,286","6,598","20,257","9,647","17,979","11,825","16,106","13,397","16,914","17,378","16,365","20,870","14,188","25,371","12,838","41,354","13,572","62,527","15,054","33,933","20,356","24,255","9,975","21,945","6,399","16,193","4,622","6,798","4,391",2,442,1,1,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,109,충무로,95,1,"2,646","2,453","3,753","15,858","6,961","47,957","10,576","149,262","11,376","83,322","11,589","38,778","14,864","29,235","18,116","27,544","22,355","28,047","27,395","24,573","30,219","21,215","39,119","20,575","70,571","23,048","123,094","27,049","58,212","16,673","37,539","8,680","35,136","7,582","27,061","6,503","11,096","5,125",8,620,2,1,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,110,명동,29,0,571,944,"1,692","11,598","2,667","33,656","4,219","85,478","6,050","52,757","7,705","30,658","10,792","26,802","13,769","24,737","16,724","25,082","20,576","22,617","25,106","20,661","32,652","18,914","46,443","18,856","83,863","18,168","40,569","11,412","31,509","5,358","28,752","3,545","16,117","2,329","3,929","1,467",3,154,0,0,1,2,0,0,2020-09-03 12:26:43
2020-08,4호선,111,회현(남대문시장),26,1,"1,584",652,"2,807","14,333","3,744","41,552","6,006","106,788","6,894","75,936","9,361","52,027","15,251","37,059","19,649","29,405","24,003","25,815","28,659","23,560","34,072","20,409","46,746","15,822","65,403","12,506","97,359","10,511","37,883","6,447","36,117","3,574","14,025","3,802","7,911","2,916","2,294","1,612",3,212,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,112,서울역,142,4,"3,795",512,"4,793","9,719","9,842","28,270","12,748","70,193","9,038","37,658","7,614","17,459","9,106","16,537","10,088","18,871","10,052","18,818","9,864","17,466","11,427","19,142","13,294","19,739","29,719","22,559","52,752","23,485","18,032","18,170","10,828","12,368","9,297","10,184","6,959","9,020","2,517","5,748",6,"1,178",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,113,숙대입구(갈월),19,2,"2,698",666,"6,760","5,921","13,880","17,726","21,500","41,307","14,425","26,806","11,486","13,676","12,765","12,930","14,042","13,383","15,115","13,788","14,700","13,637","16,043","14,469","20,854","14,932","27,742","19,262","41,932","27,097","20,704","19,560","14,707","12,041","13,128","10,436","10,989","9,225","4,781","6,421",5,15,0,0,0,1,0,0,2020-09-03 12:26:43
2020-08,4호선,114,삼각지,3,0,561,349,"1,712","4,081","4,427","8,721","6,242","22,333","4,086","9,275","2,970","5,237","3,344","4,931","4,092","4,892","4,429","4,775","4,637","4,965","5,108","5,023","5,976","5,211","10,309","7,077","21,419","9,863","8,188","6,826","5,549","3,966","5,179","3,163","3,730","2,860","1,714","2,214",4,285,1,1,0,0,0,0,2020-09-03 12:26:43
2020-08,4호선,115,신용산,3,0,"1,005","1,154","3,506","10,003","8,649","27,654","12,744","80,317","10,284","49,336","8,479","21,446","10,377","16,398","11,716","16,512","13,782","17,006","15,035","16,043","18,305","15,743","23,138","15,794","40,815","18,032","74,340","23,594","34,710","15,803","23,230","8,678","19,580","6,526","13,047","5,006","4,802","2,831",2,14,0,0,0,0,0,0,2020-09-03 12:26:43
