사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-08,중앙선,158,양정,54,0,329,267,732,928,"1,883","2,113","1,444","2,396","1,076","1,220",849,859,855,833,981,676,"1,014",638,"1,110",768,"1,082",681,"1,611",740,"2,202","1,051","2,659","1,248","1,162","1,123",555,601,368,510,183,448,66,291,13,147,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,159,덕소,"1,305",4,"3,073",592,"9,107","1,805","19,998","3,302","18,444","6,057","10,361","4,656","7,778","3,887","7,715","4,458","7,165","6,063","7,415","5,586","6,413","5,787","6,297","7,086","6,642","8,405","5,917","10,744","6,115","17,372","3,890","17,081","3,024","9,533","2,631","7,037","1,902","7,051",765,"5,706",130,"1,957",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,160,도심,7,0,"1,560",464,"4,539",878,"10,965","1,609","7,742","4,745","4,111","1,790","2,908","1,176","2,671","1,737","2,630","1,836","2,672","1,798","2,149","1,550","2,263","2,486","2,549","1,944","3,216","3,416","3,033","3,873","1,491","6,273","1,218","3,016",935,"2,218",741,"2,866",245,"1,576",58,539,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,161,팔당,0,0,199,123,498,574,"1,353","1,294","1,080","1,987",858,"2,913",908,"2,049","1,014","2,456","1,085","2,286","1,315","1,592","1,628","1,739","1,939","1,711","2,186","1,177","2,648","1,531","2,391","1,387","2,160","1,272","1,740",481,"1,580",455,"1,031",402,144,156,21,69,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,162,운길산,1,0,167,100,639,475,"1,298",599,"1,169","1,247",897,"1,676",821,"1,647",991,"1,860","1,066","1,828","1,402","1,080","1,748","1,341","1,999","1,155","2,039","1,078","1,891",959,"1,473",954,"1,072","1,139",928,506,421,490,98,505,40,376,1,84,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,163,양수,2,0,769,182,"1,684",888,"5,020","1,844","3,177","2,440","2,634","2,972","2,518","2,559","2,841","2,848","2,724","2,948","2,892","3,132","2,857","2,965","3,350","2,614","3,604","2,911","3,257","3,200","3,105","3,104","1,638","3,094","1,663","2,964",946,"1,842",490,"1,901",201,807,17,429,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,164,신원,0,0,89,5,193,145,330,358,290,384,263,372,225,269,323,251,275,208,270,228,344,236,402,209,367,235,398,201,476,285,218,181,119,122,53,133,30,90,19,67,2,25,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,165,국수,1,0,459,33,990,313,"1,635",384,"1,482","1,062","1,503",996,929,729,"1,094","1,011",895,904,"1,049",878,"1,088",848,"1,018",860,"1,101","1,017",993,"1,093",708,"1,260",519,"1,232",322,944,275,"1,118",90,636,57,501,4,178,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,166,아신,7,0,318,44,757,255,"1,503",469,"1,021",767,878,699,788,710,933,761,788,696,739,772,839,813,850,788,"1,021",571,936,"1,274",872,"1,105",521,924,402,523,292,843,125,563,72,453,12,212,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,167,오빈,1,0,179,8,385,271,744,249,653,530,591,357,457,310,410,355,394,324,437,341,369,289,373,399,411,449,464,678,465,624,207,422,171,228,132,443,58,301,20,172,1,73,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,168,양평,94,6,"1,300",64,"2,661","1,629","5,669","2,712","3,917","5,435","3,561","3,578","4,747","3,713","3,919","4,631","4,602","4,431","4,571","3,519","4,613","4,775","4,864","4,444","4,487","3,546","5,185","5,006","5,158","4,144","2,589","4,166","2,357","3,918","1,826","2,498","1,336","2,218",626,"2,202",84,"1,098",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,169,원덕,38,0,304,1,496,131,761,393,733,562,666,408,659,474,509,613,525,562,502,326,491,488,576,566,704,491,602,751,582,601,292,664,183,334,120,456,33,253,14,189,1,125,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,170,용문,312,2,757,6,"1,704",589,"2,939","1,546","3,119","3,263","2,329","2,144","3,012","3,271","2,915","5,978","4,110","5,113","4,483","4,640","5,258","4,928","5,848","2,815","5,302","4,125","4,159","3,619","2,854","2,780","1,901","2,424","1,149","2,118",777,"1,452",327,"1,193",102,"1,121",1,769,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,중앙선,171,지평,0,0,0,0,0,0,290,125,99,195,7,1,321,289,0,1,0,0,0,0,0,0,7,0,375,377,2,2,21,31,114,122,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,장항선,224,봉명,38,0,882,277,"1,354",631,"1,986","2,993","1,702","3,002","1,858","2,266","2,092","1,873","1,855","1,379","1,835","1,181","1,236","1,633","1,912","1,337","1,984","1,220","1,726",945,"2,468","1,541","1,607","1,522",859,"1,415",589,953,446,742,368,700,374,558,1,78,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,장항선,225,쌍용(나사렛대),64,2,"1,645",194,"2,639",552,"5,353","1,439","4,539","2,290","2,269","1,804","1,995","1,618","2,099","1,700","2,077","1,668","2,006","1,869","2,235","1,922","1,914","2,097","1,994","1,638","2,538","4,163","2,533","3,987","1,579","4,147","1,314","2,267","1,103","2,061",824,"1,529",483,"1,514",7,158,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,장항선,226,아산,79,1,653,608,"1,506","1,899","4,481","4,525","3,890","4,674","2,693","3,553","2,446","4,142","2,908","2,601","3,113","3,851","2,905","3,691","4,087","3,000","4,828","3,457","4,192","2,409","4,898","5,189","7,163","4,339","5,539","4,362","3,331","2,766","3,940","2,606","2,818","1,442","1,747","1,110",6,109,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,장항선,227,배방,130,0,651,172,"1,299",736,"1,872",911,"1,792","1,520","1,382","1,128",947,951,"1,150",930,"1,208",985,"1,247","1,031","1,365",899,"1,242","1,170","1,221","1,472","1,742","2,166","2,051","1,634","1,258","2,082",900,"1,450",867,"1,508",619,"1,057",359,972,0,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,장항선,228,온양온천,587,4,"1,675",402,"3,361","1,669","6,279","3,408","7,185","6,396","6,332","4,386","4,833","5,502","6,142","7,102","5,507","6,828","7,178","5,395","6,829","5,348","6,335","6,122","5,345","5,905","5,285","6,781","7,312","6,420","3,094","6,278","2,866","4,187","2,281","4,343","1,389","2,969",866,"2,341",1,1,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,장항선,229,신창(순천향대),237,1,466,76,963,463,"1,822","1,287","1,542","3,952","1,527","1,669","1,570","1,497","1,744","1,511","1,837","1,483","1,903","1,364","2,237","1,353","2,391","1,460","2,613","1,698","2,556","1,386","2,884","2,317","1,087","1,869",917,"1,608",762,"1,309",329,"1,776",182,"1,281",0,32,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,173,신촌,0,0,150,8,319,685,447,"2,749",457,"5,001",392,"1,836",425,"1,143",524,906,621,"1,270",565,"1,062",719,828,791,663,"1,392",567,"2,805","1,113","2,827","1,220","1,275",900,"1,069",464,899,196,728,80,397,239,2,39,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,174,효창공원앞,1,1,545,196,"1,542","1,931","3,858","4,271","5,365","13,040","3,836","7,466","2,370","3,074","2,298","2,468","2,706","2,503","2,797","2,580","2,657","2,686","3,045","2,734","3,691","3,120","5,156","3,966","10,862","6,027","5,223","4,566","2,894","3,392","2,100","2,958","1,758","2,891",697,"1,948",66,435,0,1,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,176,서강대,5,0,437,75,"1,380","1,187","2,493","2,660","3,213","6,111","2,273","5,214","1,999","2,413","2,188","2,284","2,517","2,224","2,225","2,510","2,535","2,551","2,557","2,322","3,330","2,712","4,421","3,105","5,349","3,796","3,093","2,685","2,755","1,585","2,946","1,666","2,851","1,252","1,131","1,009",82,210,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,178,가좌,0,0,"2,121",252,"6,501","2,642","16,737","3,146","19,550","6,880","8,982","5,207","6,905","4,438","6,196","4,521","6,461","4,656","5,434","6,109","5,636","5,823","5,590","6,120","6,618","7,638","6,569","9,096","7,125","12,931","4,425","13,262","3,052","7,268","2,519","5,162","2,047","4,764",796,"3,303",35,634,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,180,수색,0,0,633,318,"1,330","1,911","2,960","4,003","2,860","12,172","2,182","6,920","1,640","2,736","1,723","1,706","1,827","1,806","1,749","2,497","1,952","1,941","2,274","1,742","3,179","1,875","6,096","2,961","10,285","2,324","4,543","2,392","2,323","1,437","1,977",940,"1,384","1,133",498,628,11,181,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,181,화전,0,0,491,355,"1,079",930,"2,703","1,818","3,312","3,994","1,939","2,410","1,636","1,618","1,453","1,527","1,699","1,415","1,747","1,764","1,745","1,432","1,802","1,536","2,451","1,462","3,848","1,954","3,279","2,324","1,974","2,115","1,120","1,384",913,"1,318",726,"1,292",359,946,24,396,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,182,강매,0,0,"1,735",238,"4,792","1,011","14,114","1,001","12,793","2,473","5,504","1,158","3,558","1,077","2,984","1,282","2,807","1,540","2,671","1,776","2,272","1,820","2,127","2,308","2,209","3,077","2,452","4,883","2,804","8,492","1,231","8,682",898,"5,243",770,"3,856",414,"3,709",168,"2,312",14,879,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,183,행신,1,0,"3,205",846,"10,416","4,050","32,643","3,887","26,913","8,435","11,631","5,495","7,531","4,048","8,414","5,097","8,030","5,823","7,278","6,746","6,008","6,268","5,940","6,726","8,484","9,448","10,723","13,809","8,788","30,486","5,382","24,876","5,560","11,964","3,930","9,954","4,119","9,086","1,611","5,304",297,"1,889",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,184,능곡,5,1,"2,196",411,"5,340","2,064","13,660","2,377","12,447","4,238","6,889","2,697","4,747","2,693","4,341","2,931","4,140","3,071","4,307","3,080","3,587","3,498","3,453","4,045","3,872","4,613","4,495","6,795","4,647","9,186","2,715","8,753","1,984","5,307","1,419","4,795","1,068","4,045",418,"2,799",34,"1,157",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,185,곡산,1,1,139,178,561,456,"1,366","1,056","1,161","2,239",760,835,589,513,676,474,623,487,545,493,605,537,752,498,758,624,"1,184",804,"1,606","1,338",639,876,513,648,364,492,211,350,92,299,8,63,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,186,백마,6,0,"2,928","1,133","12,214","2,342","28,569","5,736","19,016","9,566","9,076","4,806","6,804","3,663","6,538","3,434","7,325","4,385","6,062","5,001","5,876","5,213","6,151","5,318","6,636","6,683","7,824","8,791","9,458","19,948","4,049","19,570","2,990","10,914","3,315","9,528","2,467","7,580",877,"6,252",56,"1,226",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,187,풍산,8,0,"2,737",345,"8,325","1,517","19,029","3,525","14,884","6,393","8,425","4,999","5,926","3,766","6,055","4,003","5,807","4,506","5,672","4,779","5,502","4,493","5,803","4,939","6,284","5,882","6,385","8,462","7,134","14,857","3,855","13,009","3,379","9,324","3,849","7,727","2,214","5,676",795,"5,011",94,"1,015",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,188,일산,16,0,"5,794",871,"17,107","3,789","39,192","5,485","26,057","10,920","13,407","6,022","9,604","4,968","9,579","5,713","9,754","6,672","8,784","7,396","8,227","8,522","8,584","8,556","10,595","10,823","8,804","14,446","10,350","27,097","5,468","30,244","4,057","14,662","3,610","14,009","2,929","10,511",991,"6,536",210,"2,749",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,189,탄현,52,0,"4,824",514,"14,538","2,613","31,827","5,327","19,481","7,417","10,500","5,037","8,227","3,801","8,276","4,403","7,809","5,457","7,155","5,275","6,827","5,998","6,846","6,732","7,362","7,988","7,915","12,648","9,393","20,905","4,981","26,455","4,051","13,826","3,655","10,589","2,746","8,916","1,067","5,137",169,"3,102",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,190,야당,26,0,"3,472",306,"10,357","2,030","18,331","4,319","14,765","6,208","7,885","4,814","6,239","3,498","6,037","3,676","6,024","4,163","5,237","4,678","5,267","5,014","5,597","5,587","6,256","6,052","7,250","10,869","7,243","15,486","4,861","15,002","3,924","9,916","4,061","7,633","3,124","6,792","1,483","3,694",326,"2,196",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,191,운정,30,0,"2,695",294,"12,801","3,790","22,964","5,410","17,858","7,982","8,478","3,789","6,854","3,158","5,850","3,553","5,924","3,725","5,609","4,573","4,929","4,652","5,459","5,595","7,275","6,908","8,112","9,361","7,876","16,296","3,827","16,827","3,127","9,169","2,407","8,898","1,644","6,620",488,"3,407",59,"1,886",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,192,금릉,56,0,"2,323",311,"6,230","2,003","13,911","4,177","9,195","7,674","5,943","3,957","4,704","3,162","4,847","3,066","5,081","3,069","4,946","4,190","4,247","3,917","4,519","4,824","5,054","6,036","6,411","7,222","7,595","10,638","3,637","11,459","3,243","5,345","2,505","5,066","2,060","4,687",630,"3,351",104,"1,606",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,193,금촌,113,1,"3,050",211,"8,524","3,542","15,541","8,769","14,095","12,912","8,944","7,242","7,648","6,235","7,594","5,382","7,528","6,451","8,023","7,443","7,380","6,594","7,521","7,830","8,430","9,390","10,381","10,395","13,280","13,325","6,572","13,438","5,239","7,809","4,042","7,515","2,534","5,484",717,"4,161",141,"1,838",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,194,월롱,25,1,386,35,611,"2,495","1,612","7,234","1,835","8,510","1,585","2,130","1,215","1,549","1,656","1,144","1,961","1,686","1,871","1,249","1,656","1,410","2,317","1,233","2,820","1,628","6,403","1,958","9,346","2,098","3,619","2,151","2,577","1,874","1,963","1,760",705,"1,593",210,"1,253",11,486,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,195,파주,86,0,751,15,"1,053",563,"2,300","1,849","2,206","3,454","1,442","1,045","1,325",975,"1,354",892,"1,384","1,061","1,315",835,"1,326",848,"1,459","1,060","1,721","1,034","2,587","1,174","3,666","1,223",996,"1,153",595,934,602,725,269,649,94,536,2,205,0,1,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,196,문산,842,4,"2,686",8,"7,063","2,351","13,504","6,544","11,910","10,430","7,485","4,879","6,355","4,802","6,250","5,025","6,874","6,121","6,897","4,565","7,014","5,659","6,540","8,528","7,249","7,341","8,892","8,301","9,157","12,414","4,364","9,169","3,403","8,176","2,803","5,845","1,494","3,981",298,"4,182",0,"2,155",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,197,임진강,0,0,0,0,0,0,0,0,1,1,6,46,63,118,0,0,0,0,0,0,4,2,51,99,91,8,233,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,198,서울역,0,0,949,5,889,"5,245","1,795","16,662","2,305","31,184","1,470","12,130","1,084","4,762","1,467","3,392","2,001","3,624","2,474","3,753","2,768","2,486","2,979","2,502","5,551","2,087","14,281","4,589","21,682","3,563","9,691","2,480","5,810","2,205","3,316",909,673,116,"1,410",849,1,87,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,199,공덕,8,1,550,133,"1,713","1,374","4,064","5,819","4,050","14,659","2,974","6,886","2,223","2,480","2,869","2,514","3,303","2,435","3,324","2,297","3,363","2,639","3,369","2,550","4,360","3,097","6,978","3,834","14,075","5,362","6,178","4,040","4,345","2,269","4,294","2,338","3,406","1,760","1,644","1,174",98,407,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,200,홍대입구,17,0,352,71,607,629,"1,196","1,644","1,455","4,736","1,065","3,507",964,"2,405","1,023","2,554","1,214","3,316","1,454","3,293","1,661","3,209","1,822","2,795","2,375","3,280","3,577","3,681","5,398","4,209","3,555","3,010","3,300","1,592","3,923","1,413","5,083","1,019","1,894",882,134,323,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,201,디지털미디어시티,5,0,854,474,"2,116","1,699","7,719","1,902","7,291","3,309","3,605","2,271","2,682","1,713","2,476","1,520","2,610","1,723","2,449","2,308","2,534","2,119","2,608","2,407","3,266","2,639","4,092","4,329","4,556","7,724","2,496","6,089","1,585","3,517","1,439","2,581","1,192","2,859",538,"1,844",39,385,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경의선,203,계양,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,205,신내,4,1,586,594,"1,533","2,862","3,876","2,856","3,667","3,335","1,756","1,123","1,522","1,127","1,610","1,058","1,542","1,342","1,554","1,271","1,456","1,456","1,897","1,598","2,262","1,839","2,791","2,281","2,521","3,183","1,321","2,704",706,"1,367",555,"1,299",540,884,286,606,3,85,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,206,갈매,10,0,"1,316",326,"3,605","1,285","14,265","2,374","8,343","4,003","4,820","1,806","2,942","2,355","2,305","1,601","3,121","1,857","2,640","2,024","2,607","2,378","2,286","2,913","2,818","2,480","3,054","4,381","3,853","8,700","2,088","7,354","1,532","4,372","2,205","2,289","1,271","2,823",671,"1,651",8,507,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,207,별내,36,0,947,"1,237","2,100","3,548","8,686","3,734","6,704","4,845","3,776","2,650","2,739","2,104","2,404","2,505","2,791","2,467","2,503","2,247","2,529","2,633","3,065","2,854","4,200","2,674","5,640","4,440","4,508","6,365","2,412","6,092","2,052","3,473","1,824","2,178","1,608","2,134",993,"1,231",24,246,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,208,퇴계원,14,0,"2,447",550,"5,442","1,713","15,805","3,042","11,415","3,798","6,854","1,922","4,706","2,055","3,975","2,499","4,165","2,809","3,735","2,722","3,112","2,936","3,490","3,653","3,326","4,379","3,932","6,521","4,554","10,848","2,693","9,278","1,622","6,407","1,503","3,880",948,"4,528",402,"2,599",39,735,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,209,사릉,41,1,"2,190",991,"5,233","1,932","15,201","4,502","10,971","5,492","5,518","2,011","3,836","2,270","3,274","2,132","3,541","2,345","3,135","2,117","2,665","2,840","3,082","2,502","2,769","4,322","4,399","4,882","6,061","9,981","2,813","10,037","1,553","4,586","1,386","4,660",806,"3,962",320,"2,312",17,646,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,210,금곡,23,2,"1,375",335,"2,192",952,"4,111","1,681","3,890","3,464","2,477","1,461","2,237","1,150","1,837","1,188","1,754","1,419","1,715","1,398","1,490","1,487","1,751","1,449","1,773","2,084","1,981","2,354","3,080","2,935","1,178","3,318",670,"1,527",464,"1,706",403,"1,310",208,909,14,260,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,211,평내호평,476,1,"5,079",876,"8,230","2,190","22,850","4,306","14,670","8,160","7,865","5,388","6,897","4,484","6,415","4,431","6,838","5,628","5,987","5,744","5,756","6,033","5,956","5,902","6,261","6,787","7,031","11,075","7,738","14,156","4,649","18,657","3,490","8,078","3,679","7,463","2,944","5,559","1,429","4,969",50,"1,784",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,212,천마산,23,1,808,284,"2,949",619,"5,843","1,411","4,391","1,092","3,361","1,185","2,634","1,267","2,134","1,314","2,075","1,602","1,699","1,544","1,708","1,683","1,521","2,064","1,646","2,069","1,484","2,682","1,711","4,070",924,"3,906",632,"2,754",532,"2,252",361,"1,383",146,"1,032",13,224,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,213,마석,26,1,"1,257",459,"5,632","2,729","12,715","5,128","8,246","5,828","6,100","3,889","5,175","3,623","4,684","3,707","5,251","3,643","4,420","4,766","4,310","4,172","4,267","4,605","4,898","4,141","4,987","5,829","6,247","7,152","3,053","10,386","2,584","5,587","2,086","4,140","1,268","3,267",548,"1,772",18,722,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,214,대성리,5,0,321,69,682,309,855,551,793,"1,008",885,735,"1,564",920,"4,703","1,008","1,919","1,514",968,"2,675",858,"2,806","1,008","1,296","1,268","1,274","1,183",858,"1,209",681,671,763,493,515,300,323,174,317,93,191,1,2,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,215,청평,9,0,858,140,"1,740",727,"2,735","1,539","3,358","3,004","2,555","2,291","3,881","2,498","7,163","2,684","4,731","3,851","3,052","4,335","2,687","4,755","2,555","2,726","2,621","3,213","3,026","2,960","2,824","2,818","1,470","3,025",988,"1,450",705,"1,545",375,"1,151",121,874,3,243,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,216,상천,1,0,97,71,243,176,423,232,527,531,390,473,337,619,506,503,478,453,461,370,464,384,560,460,635,350,559,260,476,410,217,307,99,173,95,200,28,98,13,89,4,28,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,217,가평,1,0,659,150,"1,231",951,"2,233","1,870","2,672","4,687","2,109","4,255","4,462","3,731","11,681","4,286","5,460","7,001","3,379","5,364","2,932","5,410","2,897","4,173","3,251","2,314","3,726","2,309","3,805","2,868","2,013","2,323","1,632","1,400","1,105","1,224",531,"1,064",322,609,15,269,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,218,굴봉산,0,0,58,4,53,80,147,132,214,304,225,308,262,536,580,304,322,285,336,260,365,278,360,312,320,199,350,174,309,207,109,136,104,97,71,53,15,50,6,43,0,10,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,219,백양리,0,0,4,94,37,136,51,318,163,529,99,122,257,282,554,276,239,209,221,221,292,224,357,216,322,152,395,130,415,117,121,61,99,95,127,67,32,81,46,37,4,7,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,220,강촌,3,0,74,16,166,209,313,289,489,"1,235",398,806,788,"1,089","2,532","1,364","1,289","1,164",946,"1,070",994,"1,237","1,057",981,"1,067",740,"1,180",467,"1,066",574,582,421,404,314,319,273,161,166,52,178,4,15,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,221,김유정,10,0,56,12,143,73,343,418,331,535,229,475,269,547,281,934,441,835,558,713,790,593,863,494,783,391,820,411,623,439,361,262,259,212,112,118,23,120,13,73,25,24,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,222,남춘천,487,1,"1,342",24,"3,100",732,"2,847","1,884","3,172","2,967","3,167","3,152","3,012","2,619","3,638","5,550","3,841","6,277","4,387","3,660","5,015","3,791","4,551","4,226","4,323","3,519","4,106","4,683","3,487","2,727","2,600","6,259","2,594","2,989","2,060","2,070","1,234","2,334",331,"1,839",4,798,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경춘선,223,춘천,263,0,291,3,"1,306",342,"1,354","1,050","1,514","1,954","1,509","1,401","1,493","1,882","1,858","3,309","1,809","3,025","2,625","3,252","3,149","2,365","3,691","2,637","3,781","1,728","3,303","1,831","2,692","1,255","1,668","2,292","1,365","1,016",782,948,378,840,64,622,1,480,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,345,달월,0,0,4,38,38,168,113,94,82,320,87,43,57,63,54,57,74,43,53,53,79,64,101,52,105,37,533,76,234,101,90,22,26,28,17,22,19,25,6,10,1,5,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,346,월곶,6,0,"1,022",277,"2,862","1,313","7,270","2,150","5,969","2,305","3,179","2,024","2,577","1,766","2,634","2,221","2,793","2,281","2,977","2,408","2,793","2,461","2,653","2,630","2,970","3,041","3,405","4,342","3,426","6,654","2,608","4,782","1,856","3,373","1,886","2,896","1,147","2,528",561,"1,671",12,417,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,347,소래포구,7,0,"1,975",322,"4,645","1,747","11,435","3,028","9,068","5,239","4,729","4,990","4,285","3,941","5,375","6,143","5,954","7,468","6,325","7,222","6,903","6,752","8,028","6,532","7,968","6,399","7,558","7,523","7,320","9,560","4,610","8,232","3,476","5,519","3,421","4,526","2,609","3,802","1,418","2,617",104,675,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,348,인천논현,1,0,"1,617",478,"4,663","3,215","10,948","6,225","10,100","12,299","5,889","7,900","5,340","5,465","5,599","5,708","6,310","6,325","6,054","7,015","6,266","6,645","6,814","7,241","7,225","7,990","9,688","10,793","11,632","13,749","6,962","9,605","5,800","6,416","6,278","5,458","4,525","4,380","2,318","2,687",247,780,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,349,호구포,2,0,"1,222",789,"2,719","4,211","5,031","13,363","5,614","13,088","3,319","3,300","2,874","1,998","2,941","2,140","3,368","2,372","3,161","2,458","3,177","2,640","3,640","2,955","4,156","3,299","9,642","4,681","12,241","5,684","4,235","4,729","4,179","3,136","3,223","2,707","1,345","2,169",864,"1,528",98,438,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,350,남동인더스파크,0,0,346,585,559,"2,891",775,"13,583","1,480","15,093","1,371","3,152","1,385","1,488","1,703","1,343","1,354","1,554","1,771","1,461","2,085","1,333","2,774","1,289","2,714","1,271","9,313","1,197","11,250","1,297","3,458","1,674","3,019","1,081","1,645",672,508,403,315,254,30,63,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,351,원인재,27,19,"2,306",530,"5,360","1,960","10,999","3,932","11,846","5,487","6,576","3,393","5,016","3,453","4,743","3,673","4,924","4,240","5,099","4,457","4,487","4,457","4,569","5,210","5,143","6,108","6,027","8,489","6,178","12,388","3,576","9,008","3,071","6,737","2,950","6,219","2,062","5,065","1,279","3,300",207,"1,092",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,352,연수,6,0,"1,923",933,"4,600","2,168","11,134","3,883","10,032","8,613","5,287","4,970","4,318","4,024","4,681","4,423","5,310","4,917","5,344","5,243","5,147","5,010","5,408","5,321","6,186","6,227","6,948","8,831","7,797","13,205","5,001","8,731","4,049","6,520","4,267","5,160","3,726","3,683","2,062","2,853",330,702,0,0,0,0,0,0,2020-09-03 12:26:43
